instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,leaflets,price reduction,cnt,day_of_month,season_sin,season_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
380,1.0,1,1,0,6,0,1,6.6667,29.474255751144245,0.251258,871,1,2311,15,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
142,2.0,0,5,0,6,0,1,24.1667,71.58783710582566,0.148008,703,0,4660,22,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
106,2.0,0,4,0,6,0,3,17.2333,89.2723905565122,0.340808,577,0,795,16,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
6,1.0,0,1,0,4,1,1,8.1739,42.10440450532322,0.0895652,734,1,1606,6,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
226,3.0,0,8,0,6,0,2,27.0667,80.2442826316655,0.222633,959,0,3820,14,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
661,4.0,1,10,0,1,1,1,19.5,48.48639340898286,0.0814833,599,0,7058,22,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
370,1.0,1,1,0,4,1,1,10.6333,42.85716106517731,0.129987,983,0,3272,5,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
307,4.0,0,11,0,4,1,1,16.3333,46.73599901157685,0.136817,1021,0,3974,3,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
479,2.0,1,4,0,1,1,2,12.8667,73.76529952853937,0.303496,512,1,3214,23,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
78,1.0,0,3,0,6,0,1,18.9,24.376006107703073,0.368167,1022,1,3117,19,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
566,3.0,1,7,0,4,1,1,30.8,52.575699447987034,0.165429,602,0,6591,19,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
541,3.0,1,6,0,6,0,1,29.7333,37.12163021630599,0.145525,731,0,6891,24,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
472,2.0,1,4,1,1,0,1,26.5667,47.636770105903395,0.284829,740,0,6370,16,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
148,2.0,0,5,0,6,0,1,26.2333,69.03871228410507,0.230092,712,0,4758,28,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
9,1.0,0,1,0,6,0,1,5.5333,31.386099367434678,0.36195,836,0,822,9,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
630,3.0,1,9,0,5,1,1,23.9667,61.285166770118664,0.154229,902,0,8167,21,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
83,2.0,0,3,0,4,1,2,11.4,78.75725066691479,0.2437869999999999,861,0,1865,24,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
20,1.0,0,1,0,4,1,2,10.4667,67.31224978746673,0.195904,992,0,1927,20,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
33,1.0,0,2,0,3,1,2,10.4,74.88054163804213,0.264308,678,0,1526,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
489,2.0,1,5,0,4,1,2,22.4,73.9776416261887,0.133696,908,1,6421,3,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
565,3.0,1,7,0,3,1,1,31.7333,49.60163551848562,0.137442,977,0,5713,18,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
385,1.0,1,1,0,5,1,2,8.7,33.40411403254977,0.20275,584,0,3163,20,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
32,1.0,0,2,0,2,1,2,7.687,81.78204218036844,0.0532129999999999,914,0,1360,1,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
292,4.0,0,10,0,3,1,3,21.6696,90.1497993201484,0.243339,502,0,2424,19,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
473,2.0,1,4,0,2,1,1,24.3333,25.809888819920904,0.273629,633,0,6691,17,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
546,3.0,1,6,0,5,1,1,33.3667,38.34304337463341,0.165417,600,0,5463,29,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
719,4.0,1,12,0,3,1,1,13.3,55.76210547513776,0.184092,951,0,5267,19,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
447,2.0,1,3,0,4,1,1,22.1667,81.9968059465984,0.1175619999999999,750,0,6871,22,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
117,2.0,0,4,0,3,1,2,24.8,82.52791610320388,0.3122,849,1,3872,27,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
213,3.0,0,8,0,1,1,1,30.8667,46.73599901157685,0.156717,533,0,4266,1,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
543,3.0,1,6,0,2,1,1,25.2333,23.63242639720718,0.347642,683,0,7442,26,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
144,2.0,0,5,0,2,1,2,26.4,70.4725949963229,0.207092,829,0,4492,24,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
31,1.0,0,1,0,1,1,2,7.2333,53.00051109952676,0.187192,901,0,1501,31,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
625,3.0,1,9,0,6,0,1,23.2,48.69886296287328,0.0901833,589,0,7333,16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
67,1.0,0,3,0,2,1,1,11.7,29.686597848793564,0.12065,924,0,2133,8,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
655,4.0,1,10,0,2,1,1,18.7333,47.21183099812258,0.182221,513,0,7534,16,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
43,1.0,0,2,0,6,0,1,8.9,45.40628588689789,0.203367,709,0,1472,12,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
228,3.0,0,8,0,2,1,1,28.0333,49.76095581984316,0.2363289999999999,1019,0,4725,16,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
58,1.0,0,2,0,6,0,1,13.7391,62.71904948233649,0.125248,736,0,2402,27,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
326,4.0,0,11,0,2,1,3,16.6667,98.72543758913972,0.118792,525,0,1607,22,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
240,3.0,0,8,0,6,0,1,28.2824,47.649260817529836,0.304659,615,0,4334,28,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
54,1.0,0,2,0,3,1,1,8.8696,29.968276141593687,0.094113,674,1,1917,23,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
23,1.0,0,1,0,6,0,1,3.8609,31.68625881519228,0.2466,932,1,986,23,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
237,3.0,0,8,0,4,1,2,27.3667,74.40258073396951,0.210833,786,0,3542,25,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
713,4.0,1,12,0,4,1,1,11.8333,37.971253519385456,0.174129,676,0,5532,13,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
563,3.0,1,7,0,1,1,1,30.5333,58.258081044325465,0.164187,639,0,6830,16,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
372,1.0,1,1,0,6,0,1,15.7333,43.81308287332253,0.174758,827,0,4521,7,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
190,3.0,0,7,0,6,0,1,29.3333,53.69094155748978,0.1679119999999999,755,0,5336,9,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
13,1.0,0,1,0,4,1,1,6.6,36.00638810680324,0.301,572,1,1406,13,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
428,1.0,1,3,0,6,0,2,16.5667,55.23099531853228,0.161079,642,0,4066,3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
222,3.0,0,8,0,3,1,1,30.6667,30.111536956574387,0.200258,709,0,4780,10,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
197,3.0,0,7,0,6,0,1,27.4667,50.61070657916372,0.1775585,731,0,5923,16,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
561,3.0,1,7,0,6,0,2,28.1333,65.1620032552324,0.143679,809,0,6969,14,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
379,1.0,1,1,0,6,0,1,7.2,34.36003584069499,0.187183,944,0,2493,14,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
328,4.0,0,11,1,4,0,1,14.9333,46.04356709232803,0.167304,785,0,1495,24,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
26,1.0,0,1,0,3,1,3,8.7,85.9798134805368,0.29385,602,0,506,26,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
254,3.0,0,9,0,6,0,1,26.1333,67.02069761898997,0.1150539999999999,1005,0,5046,11,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
493,2.0,1,5,0,1,1,2,21.5,60.701034817221384,0.230721,893,1,6273,7,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
97,2.0,0,4,0,4,1,1,17.5,52.8943400507021,0.1623119999999999,929,0,3141,7,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
626,3.0,1,9,0,1,1,2,23.2333,69.67599348953522,0.151742,848,0,6869,17,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
410,1.0,1,2,0,2,1,2,12.7667,40.89216819635399,0.141179,921,1,3922,14,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
163,2.0,0,6,0,6,0,1,27.7,71.37549500817633,0.163567,495,0,4460,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
490,2.0,1,5,0,5,1,1,25.1,69.78229199460097,0.162938,476,0,6296,4,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
680,4.0,1,11,0,6,0,1,15.5667,58.31123029685834,0.0578458,901,0,6536,10,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
302,4.0,0,10,0,6,0,3,10.1667,88.52893830225739,0.351371,936,0,627,29,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
601,3.0,1,8,0,4,1,1,27.8333,57.08968968228983,0.0845958,665,0,7765,23,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
128,2.0,0,5,0,6,0,1,21.1333,56.55870698192544,0.0746375,991,0,4333,8,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
537,2.0,1,6,0,3,1,1,31.3,51.51347913477606,0.1138119999999999,772,0,6211,20,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
539,3.0,1,6,0,5,1,1,31.1,49.176823866945895,0.182842,885,0,5823,22,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
153,2.0,0,6,0,4,1,1,28.6,14.92295907507555,0.2922869999999999,740,1,4968,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
542,3.0,1,6,0,1,1,1,28.6333,40.308036243456726,0.300383,932,1,6779,25,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
5,1.0,0,1,0,3,1,1,9.0783,31.741702280064697,0.1869,745,0,1600,5,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
214,3.0,0,8,0,2,1,1,31.3333,38.661683977348474,0.20585,617,0,4845,2,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
648,4.0,1,10,0,2,1,2,17.8667,73.12801832310923,0.1903,611,0,6392,9,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
429,1.0,1,3,0,6,0,1,13.0333,27.456113629788053,0.334571,569,0,3423,4,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
620,3.0,1,9,0,2,1,1,23.1,42.326050908571816,0.0920541999999999,469,0,7767,11,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
590,3.0,1,8,0,6,0,1,28.0333,43.65376257196499,0.122512,513,0,6544,12,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
108,2.0,0,4,0,1,1,1,20.5,45.193816333007476,0.163567,637,0,3429,18,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
362,1.0,0,12,0,3,1,1,11.9652,40.27566235822087,0.293961,840,0,2302,28,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
622,3.0,1,9,0,4,1,1,24.5,57.24900998364737,0.0827208,702,0,7804,13,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
355,1.0,0,12,0,3,1,2,17.1333,85.44870332393133,0.2214,942,0,2660,21,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
55,1.0,0,2,0,4,1,2,11.8261,64.93564097106362,0.250496,759,0,1807,24,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
42,1.0,0,2,0,5,1,1,7.5636,40.58805760512273,0.10855,946,0,1746,11,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
522,2.0,1,6,0,2,1,2,21.6333,54.221924257854184,0.209575,831,0,7001,5,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
381,1.0,1,1,1,1,0,1,7.6,42.644691511286894,0.2313579999999999,709,0,2298,16,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
688,4.0,1,11,0,6,0,1,13.7,64.36540174844473,0.2276119999999999,899,0,4669,18,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
29,1.0,0,1,0,6,0,1,7.8609,46.73599901157685,0.145365,1018,0,1098,29,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
62,1.0,0,3,0,4,1,1,7.9333,16.622333137475575,0.225754,759,0,1685,3,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
259,3.0,0,9,0,5,1,2,18.7667,51.301137037126736,0.164183,467,0,4760,16,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
47,1.0,0,2,0,3,1,1,12.7304,30.023719606466113,0.251791,1029,0,2115,16,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
118,2.0,0,4,0,4,1,2,24.7,67.31224978746673,0.3209079999999999,763,0,4058,28,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
258,3.0,0,9,0,4,1,2,23.1,66.4365656660927,0.271146,501,0,3659,15,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
598,3.0,1,8,0,1,1,2,25.4333,69.62297169324343,0.1299789999999999,611,0,6530,20,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
299,4.0,0,10,0,3,1,2,19.3667,67.87044837831053,0.148642,605,0,3894,26,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
224,3.0,0,8,0,5,1,1,28.3333,28.94314559453876,0.1775585,835,0,4905,12,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
708,4.0,1,12,0,6,0,2,15.2667,92.19330523348073,0.101379,620,0,5582,8,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
633,4.0,1,9,0,1,1,1,20.5667,38.87415353123889,0.142404,944,1,7436,24,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
309,4.0,0,11,0,6,0,1,13.0667,42.21987985974717,0.1890619999999999,563,0,3926,5,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
562,3.0,1,7,0,6,0,1,29.8333,67.55180777559545,0.166667,690,1,6031,15,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
322,4.0,0,11,0,5,1,1,10.9667,28.30586438910861,0.168533,673,0,3392,18,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
329,4.0,0,11,0,5,1,1,15.0,58.098760742967926,0.0988958,931,0,2792,25,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
319,4.0,0,11,0,2,1,2,21.2,63.834291591839246,0.199633,852,0,4195,15,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
386,1.0,1,1,0,6,0,2,6.9333,81.9968059465984,0.222642,798,0,1301,21,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
684,4.0,1,11,0,3,1,1,11.5667,46.4152294913349,0.199625,478,0,5495,14,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
644,4.0,1,10,0,5,1,1,24.6,56.02759682531996,0.10635,484,0,8156,5,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
391,1.0,1,1,0,4,1,2,13.6667,74.13696192754624,0.0733958,784,1,4075,26,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
110,2.0,0,4,0,3,1,1,23.8,54.328222762919935,0.241925,750,1,3944,20,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
673,4.0,1,11,0,6,0,2,13.7333,38.661683977348474,0.270529,827,0,5138,3,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
50,1.0,0,2,0,6,0,1,15.9667,0.0,0.507463,623,0,1635,19,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
715,4.0,1,12,0,6,0,1,12.9667,58.94851150228848,0.10635,619,0,5047,15,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
253,3.0,0,9,0,6,0,1,26.4,72.11894726243113,0.153608,560,0,5345,10,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
288,4.0,0,10,0,6,0,1,20.2667,37.65261291667039,0.258083,1021,1,5217,15,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
40,1.0,0,2,0,3,1,2,5.3913,39.11198687710542,0.188839,474,0,1605,9,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
701,4.0,1,12,0,6,0,2,11.9333,78.86354917198054,0.0597041999999999,602,0,5191,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
340,4.0,0,12,0,2,1,3,18.5,97.07908532303149,0.2325829999999999,459,0,2594,6,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
392,1.0,1,1,0,5,1,2,17.0,70.52574424885577,0.342667,977,0,3456,27,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
149,2.0,0,5,0,6,0,1,26.7,46.73599901157685,0.213938,667,1,4788,29,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
631,3.0,1,9,0,6,0,1,26.0,58.47055059821588,0.283583,963,0,53021,22,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
123,2.0,0,5,0,2,1,2,24.6667,64.89638444880912,0.342667,666,0,4451,3,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
184,3.0,0,7,0,6,0,2,28.6667,63.03769008505155,0.228858,722,0,4649,3,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
652,4.0,1,10,0,6,0,1,15.7333,39.086495628888215,0.146142,632,0,7109,13,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
229,3.0,0,8,0,3,1,1,28.9333,49.389293420836296,0.143667,905,0,4694,17,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
481,2.0,1,4,0,3,1,1,19.0667,30.589497860646997,0.118792,636,0,6196,25,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
457,2.0,1,4,0,6,0,2,17.0333,62.24108857826387,0.172267,664,0,6041,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
544,3.0,1,6,0,3,1,1,27.9,21.933052334807154,0.271775,897,0,7335,27,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
430,1.0,1,3,0,1,1,1,9.7333,40.573527593638914,0.228858,1019,0,3333,5,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
697,4.0,1,11,0,2,1,2,11.6667,76.31442435025996,0.237562,675,0,3959,27,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
48,1.0,0,2,0,4,1,1,17.4333,40.41420729228139,0.230104,756,0,2475,17,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
451,2.0,1,3,0,1,1,1,17.8333,36.96230991494845,0.386821,747,0,5558,26,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
650,4.0,1,10,0,4,1,1,17.4,35.103488094949796,0.181596,725,0,7570,11,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
616,3.0,1,9,0,5,1,1,28.1333,46.73599901157685,0.171646,929,0,7504,7,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
234,3.0,0,8,0,1,1,1,27.6667,35.95323885427037,0.27675,990,0,4758,22,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
589,3.0,1,8,0,6,0,2,27.7,69.46365139188589,0.206479,538,0,6299,11,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
317,4.0,0,11,0,6,0,1,17.6333,34.466206889519654,0.281721,829,0,3717,13,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
375,1.0,1,1,0,2,1,1,12.3478,58.45206944325841,0.187552,598,0,3598,10,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
261,3.0,0,9,0,6,0,1,20.3,64.63089309862693,0.178483,750,1,4274,18,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
524,2.0,1,6,0,4,1,1,24.1,46.73599901157685,0.15735,537,0,7494,7,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
100,2.0,0,4,0,6,0,2,17.0667,85.34253227510666,0.146767,661,0,2895,10,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
278,4.0,0,10,0,3,1,1,21.5333,58.62987089957342,0.17725,935,0,4826,5,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
721,1.0,1,12,0,5,1,2,13.0667,46.99948890047325,0.3743829999999999,881,0,3623,21,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
