,MedInc,AveRooms,Latitude,HouseAge,AveBedrms,Longitude,Label
787,3.9167,5.85140562248996,37.63,34.0,0.9718875502008032,-122.09,1.895
788,3.9063,5.404109589041096,37.64,32.0,0.9726027397260274,-122.09,1.842
789,3.7895,5.323529411764706,37.63,29.0,1.0661764705882353,-122.1,1.809
790,3.8,5.403225806451613,37.64,36.0,0.9879032258064516,-122.08,1.72
791,5.7309,4.938053097345133,37.64,36.0,0.8805309734513275,-122.08,1.779
792,4.1141,6.955719557195572,37.64,36.0,1.132841328413284,-122.09,1.731
793,5.2838,5.9,37.64,36.0,1.06,-122.09,1.726
794,3.3479,4.73225516621743,37.64,30.0,1.1257861635220126,-122.08,1.821
795,3.142,4.538277511961723,37.64,23.0,1.0526315789473684,-122.08,1.795
796,3.7614,4.145945945945946,37.63,31.0,0.9243243243243243,-122.08,1.76
797,4.25,4.6375838926174495,37.63,33.0,0.8523489932885906,-122.08,1.926
798,3.9338,4.9125,37.64,36.0,0.83125,-122.08,1.827
799,2.5158,4.006151742993849,37.64,22.0,1.036226930963773,-122.07,1.349
800,2.4808,4.017316017316017,37.63,27.0,1.0432900432900434,-122.07,1.576
801,4.7083,5.248259860788863,37.64,25.0,0.9976798143851509,-122.07,1.909
802,4.1652,5.205673758865248,37.64,37.0,1.0780141843971631,-122.06,1.582
803,3.5541,3.8488372093023258,37.64,20.0,1.0465116279069768,-122.06,3.5
804,3.8036,4.216494845360825,37.65,33.0,0.9828178694158075,-122.06,1.582
805,3.8259,5.2727272727272725,37.64,33.0,1.1454545454545455,-122.06,1.461
806,3.2331,5.987421383647798,37.63,33.0,1.0817610062893082,-122.04,2.267
807,4.7109,5.92,37.62,35.0,1.0057142857142858,-122.03,1.987
808,4.2468,5.624288425047438,37.62,32.0,1.0379506641366223,-122.03,2.212
809,6.396,5.863636363636363,37.62,35.0,0.9829545454545454,-122.04,2.085
810,3.8125,4.902985074626866,37.62,35.0,0.8805970149253731,-122.04,2.042
811,3.2857,5.099337748344371,37.62,32.0,1.0728476821192052,-122.04,1.932
812,3.8929,6.362745098039215,37.62,35.0,1.1568627450980393,-122.03,2.095
813,3.7262,5.01423487544484,37.61,36.0,0.9644128113879004,-122.03,1.649
814,4.0125,5.738589211618257,37.61,37.0,1.0746887966804979,-122.03,1.614
815,4.1719,5.3534883720930235,37.61,36.0,1.0046511627906978,-122.04,1.87
816,4.2857,4.859459459459459,37.62,35.0,0.9675675675675676,-122.04,1.904
817,3.6458,5.182080924855492,37.63,37.0,1.0520231213872833,-122.08,1.566
818,2.6875,4.5181818181818185,37.62,17.0,0.9418181818181818,-122.08,1.573
819,3.7292,5.729970326409496,37.63,35.0,1.1157270029673592,-122.07,1.681
820,4.5913,5.141280353200883,37.63,24.0,1.0264900662251655,-122.07,1.776
821,3.8625,5.2063615205585725,37.63,12.0,1.0659425911559348,-122.06,2.089
822,3.3611,5.326923076923077,37.63,23.0,0.978021978021978,-122.06,1.692
823,2.8971,4.678062678062678,37.61,16.0,0.9857549857549858,-122.05,1.639
824,4.0326,5.22258064516129,37.63,34.0,0.9451612903225807,-122.08,1.647
825,4.0682,4.831775700934579,37.63,35.0,1.0093457943925233,-122.08,1.569
826,5.3644,6.305220883534137,37.63,36.0,1.1004016064257027,-122.09,1.688
827,4.7019,4.991769547325103,37.63,35.0,0.9094650205761317,-122.09,1.741
828,5.64,5.833865814696486,37.62,27.0,0.987220447284345,-122.08,2.065
829,3.7931,5.724050632911393,37.61,26.0,1.1215189873417721,-122.08,2.039
830,4.6458,5.21479374110953,37.61,9.0,1.0113798008534851,-121.99,2.17
831,3.694,4.831360946745562,37.6,36.0,1.0207100591715976,-122.02,1.596
832,2.652,4.931350114416476,37.6,31.0,1.194508009153318,-122.02,1.598
833,3.5,4.316666666666666,37.6,32.0,0.9333333333333333,-122.02,1.543
834,3.2386,3.948170731707317,37.6,32.0,0.899390243902439,-122.02,1.496
835,5.097,5.664179104477612,37.61,33.0,1.126865671641791,-122.03,1.886
836,4.3875,5.504983388704319,37.6,17.0,1.0598006644518272,-122.04,2.385
837,4.625,5.85408560311284,37.6,22.0,0.9669260700389105,-122.06,2.353
838,5.0406,6.016166281755196,37.61,6.0,1.094688221709007,-122.08,2.614
839,5.8704,6.314565483476132,37.6,17.0,1.018359853121175,-122.06,2.344
840,5.3226,5.567741935483871,37.6,18.0,0.8903225806451613,-122.06,2.317
841,4.235,5.115492957746479,37.59,16.0,1.028169014084507,-122.08,1.563
842,4.825,4.882575757575758,37.59,13.0,1.043560606060606,-122.07,2.22
843,5.5218,6.282926829268293,37.58,15.0,1.0195121951219512,-122.08,2.544
844,6.5116,6.157303370786517,37.58,16.0,0.9400749063670412,-122.07,2.443
845,6.0661,5.992537313432836,37.58,16.0,0.8955223880597015,-122.07,2.47
846,6.0074,6.862704918032787,37.58,16.0,1.1147540983606556,-122.08,2.365
847,4.6211,5.3215926493108725,37.59,15.0,1.0505359877488514,-122.07,1.514
848,5.225,5.502906976744186,37.58,16.0,0.9825581395348837,-122.07,2.137
849,5.3428,6.326007326007326,37.59,14.0,1.1062271062271063,-122.04,2.436
850,3.7462,4.900313971742543,37.59,15.0,0.9992150706436421,-122.05,2.125
851,4.5721,5.339331619537275,37.6,24.0,0.9845758354755784,-122.03,2.147
852,3.6923,3.652037617554859,37.59,18.0,1.0438871473354232,-122.02,2.132
853,4.6786,5.350061199510404,37.59,16.0,1.08812729498164,-122.03,2.56
854,2.875,5.624161073825503,37.59,2.0,1.9798657718120805,-122.01,2.375
855,3.3617,4.1923076923076925,37.58,15.0,1.043956043956044,-122.02,1.781
856,5.7579,5.981969486823855,37.58,17.0,0.9944521497919556,-122.01,2.318
857,2.9706,4.184782608695652,37.6,36.0,1.0217391304347827,-122.09,1.479
858,3.9022,4.850318471337579,37.6,10.0,1.0796178343949046,-122.08,1.917
859,4.6146,5.503168567807351,37.57,21.0,0.9923954372623575,-121.97,2.476
860,5.7192,6.395348837209302,37.58,15.0,1.0679785330948122,-121.96,2.835
861,3.6832,4.231794871794872,37.58,20.0,1.0574358974358975,-121.98,2.169
862,6.2073,5.934020618556701,37.58,31.0,0.9855670103092784,-121.99,2.825
863,5.8151,6.402616279069767,37.58,6.0,1.0421511627906976,-122.0,2.956
864,5.8322,5.689848963821566,37.57,14.0,1.0512820512820513,-122.01,2.818
865,5.6277,5.72409823484267,37.58,14.0,1.0391404451266308,-122.04,2.698
866,5.2879,5.410596026490066,37.57,12.0,1.0066225165562914,-122.04,2.312
867,6.5615,6.270485859318347,37.57,8.0,1.0203045685279188,-122.07,3.183
868,5.6758,6.017804154302671,37.58,15.0,1.0207715133531157,-122.06,2.534
869,6.1047,5.925431274346132,37.57,7.0,1.011686143572621,-122.05,2.782
870,3.5714,4.6938775510204085,37.49,5.0,1.2693877551020407,-121.93,3.0
871,6.0824,5.0904467853251,37.52,3.0,1.0392299309843807,-122.07,2.735
872,4.3594,5.225572979493365,37.56,23.0,1.0337756332931243,-122.02,2.234
873,5.5737,5.430379746835443,37.56,35.0,0.9873417721518988,-122.02,2.145
874,4.8962,5.390692640692641,37.56,31.0,1.0432900432900434,-122.03,2.202
875,4.6978,5.663313212608987,37.56,24.0,1.000670690811536,-122.03,2.403
876,4.4259,4.114130434782608,37.56,6.0,1.0570652173913044,-122.01,1.58
877,3.3008,4.177777777777778,37.55,26.0,1.0747474747474748,-122.01,2.242
878,4.5687,4.962546816479401,37.55,33.0,1.0262172284644195,-122.02,1.772
879,3.8179,5.115768463073852,37.56,24.0,0.9680638722554891,-122.01,2.161
880,5.0,5.66941297631308,37.56,18.0,1.035015447991761,-121.99,2.697
881,4.3393,5.232388663967611,37.56,20.0,1.0477732793522267,-121.99,2.312
882,4.1387,4.470167064439141,37.55,4.0,1.1849642004773269,-121.96,1.625
883,4.8052,5.032731376975169,37.56,13.0,1.0287810383747178,-121.97,2.54
884,4.6349,6.052795031055901,37.54,31.0,1.0683229813664596,-121.97,1.962
885,3.168,4.165820642978003,37.55,17.0,1.0549915397631133,-121.97,1.894
886,3.1326,3.833457804331591,37.54,17.0,1.0268857356235996,-121.98,2.208
887,2.9074,3.492905937992643,37.55,16.0,1.1024697845507094,-121.99,2.138
888,8.3996,7.946778711484594,37.56,15.0,1.0476190476190477,-121.94,4.429
889,6.6478,7.030921052631579,37.55,21.0,1.013157894736842,-121.95,3.334
890,6.629,6.154545454545454,37.54,25.0,0.8727272727272727,-121.93,3.524
891,6.2179,6.905204460966543,37.54,27.0,0.9776951672862454,-121.94,3.053
892,5.761,6.891447368421052,37.53,33.0,1.125,-121.94,2.596
893,4.6641,6.011965811965812,37.54,29.0,1.1025641025641026,-121.95,2.489
894,6.7599,6.18780487804878,37.54,31.0,0.9317073170731708,-121.94,3.56
895,3.9909,4.608303249097473,37.54,14.0,1.089350180505415,-121.96,2.36
896,4.2955,4.502032520325203,37.53,23.0,0.9654471544715447,-121.96,2.188
897,4.9615,5.411009174311927,37.53,28.0,0.9706422018348624,-121.96,2.28
898,2.6198,4.052901023890785,37.53,18.0,1.1126279863481228,-121.96,2.359
899,4.7135,4.950749464668094,37.54,28.0,1.0620985010706638,-121.97,2.032
900,4.75,5.513317191283293,37.53,35.0,1.0169491525423728,-121.97,1.97
901,5.4299,6.172413793103448,37.53,26.0,0.9532019704433498,-121.97,2.364
902,4.6,5.238888888888889,37.53,28.0,1.048148148148148,-121.98,2.232
903,4.1947,4.974960876369327,37.53,26.0,1.1001564945226916,-121.98,2.227
904,5.388,5.772277227722772,37.54,26.0,0.9183168316831684,-121.99,2.25
905,3.9444,5.422087745839637,37.54,18.0,1.0816944024205748,-121.99,2.401
906,5.3283,5.903100775193798,37.54,28.0,0.9825581395348837,-121.99,2.279
907,4.8403,5.328918322295806,37.55,28.0,0.9161147902869757,-121.99,2.686
908,5.1616,5.518024032042724,37.54,29.0,0.9933244325767691,-122.0,2.751
909,4.9167,5.963675213675214,37.55,34.0,1.0576923076923077,-122.01,2.563
910,4.1591,5.381834215167548,37.55,27.0,1.101410934744268,-122.0,3.324
911,5.0,6.511392405063291,37.54,32.0,1.0278481012658227,-122.01,2.876
912,5.8325,5.350140056022409,37.54,26.0,1.0392156862745099,-122.0,2.989
913,5.7057,6.019108280254777,37.53,27.0,0.964968152866242,-122.01,2.876
914,5.0423,5.85590465872156,37.53,25.0,1.017334777898158,-121.99,2.222
915,4.5317,6.135399673735726,37.52,26.0,1.0163132137030995,-121.97,2.326
916,5.4359,6.613095238095238,37.51,25.0,1.0138888888888888,-121.97,2.583
917,5.0824,5.508948545861298,37.52,23.0,1.0604026845637584,-121.97,2.309
918,5.2308,5.234600262123198,37.52,33.0,1.001310615989515,-121.95,1.969
919,4.4107,5.350828729281768,37.51,22.0,1.0359116022099448,-121.96,2.235
920,5.2396,5.737057220708447,37.52,26.0,1.0095367847411445,-121.96,2.239
921,4.7478,5.7625,37.53,27.0,1.0135416666666666,-121.93,2.435
922,8.4045,7.63523372061605,37.53,7.0,1.0440421507700621,-121.92,4.511
923,9.7194,8.306260575296108,37.49,9.0,0.9763113367174281,-121.89,5.00001
924,5.1643,5.0757162346521145,37.49,10.0,1.0832196452933152,-121.92,1.931
925,5.3813,6.924558587479936,37.48,23.0,1.0850722311396468,-121.92,2.644
926,6.0878,5.647058823529412,37.47,26.0,0.9019607843137255,-121.92,2.469
927,6.868,7.075,37.47,13.0,0.9789473684210527,-121.91,3.373
928,6.992,6.529202279202279,37.55,22.0,0.9779202279202279,-122.03,2.848
929,4.9118,6.391304347826087,37.55,26.0,1.1014492753623188,-122.03,2.173
930,4.4357,6.155339805825243,37.55,23.0,1.033009708737864,-122.04,2.917
931,4.9464,5.689655172413793,37.54,26.0,0.9787798408488063,-122.04,2.238
932,5.2882,5.987197724039829,37.54,25.0,1.0398293029871977,-122.05,2.231
933,5.1321,5.160388821385176,37.55,23.0,1.014580801944107,-122.05,2.113
934,3.9667,5.008988764044944,37.53,25.0,1.0359550561797752,-122.04,2.185
935,3.1696,4.07,37.5,17.0,0.97,-122.04,1.563
936,5.0838,6.116037735849057,37.54,20.0,1.0075471698113208,-122.06,2.482
937,4.8214,5.523668639053255,37.54,35.0,1.014792899408284,-122.03,1.86
938,4.1406,4.566510172143975,37.54,6.0,1.051643192488263,-122.03,1.782
939,3.7364,4.9593147751606,37.53,34.0,1.0235546038543897,-122.04,1.904
940,3.535,5.254237288135593,37.54,31.0,1.11864406779661,-122.02,2.103
941,5.0739,5.124137931034483,37.54,16.0,0.9839080459770115,-122.03,2.08
942,3.256,4.321782178217822,37.53,18.0,1.0816831683168318,-122.03,1.833
943,6.0667,6.44851904090268,37.53,19.0,1.004231311706629,-122.01,2.457
944,5.7072,6.284875183553598,37.53,21.0,0.9882525697503671,-122.02,2.422
945,4.9867,4.826747720364741,37.51,7.0,1.0562310030395137,-122.0,1.817
946,5.1437,4.96480743691899,37.72,4.0,1.046480743691899,-121.92,2.994
947,5.347,6.751091703056769,37.72,22.0,1.042212518195051,-121.92,2.195
948,5.7233,6.523099850968704,37.71,25.0,0.9955290611028316,-121.91,2.318
949,4.4697,5.94392523364486,37.72,26.0,0.9922118380062306,-121.93,2.213
950,4.9107,6.31981981981982,37.72,26.0,1.0337837837837838,-121.93,2.138
951,4.2281,5.990062111801242,37.71,26.0,1.049689440993789,-121.93,2.06
952,5.0143,6.67319587628866,37.71,15.0,1.0587628865979382,-121.94,2.711
953,7.2494,7.60075329566855,37.71,6.0,0.9887005649717514,-121.96,3.365
954,5.1406,6.153846153846154,37.64,46.0,1.0048076923076923,-121.92,3.156
955,8.3337,7.915,37.66,24.0,1.06,-121.93,5.00001
956,7.316,6.694096601073345,37.69,13.0,0.9928443649373881,-121.92,2.854
957,6.4994,6.634080717488789,37.66,18.0,1.0197309417040359,-121.9,3.23
958,7.2211,7.557077625570776,37.68,23.0,1.0182648401826484,-121.92,2.919
959,4.4087,5.385964912280702,37.7,3.0,1.2763157894736843,-121.93,2.256
960,5.9345,7.287625418060201,37.69,23.0,1.0301003344481605,-121.91,2.596
961,6.177,6.938461538461539,37.68,20.0,0.9769230769230769,-121.91,2.629
962,5.817,6.982692307692307,37.68,18.0,1.051923076923077,-121.91,2.573
963,6.3132,6.73536299765808,37.69,18.0,0.990632318501171,-121.91,2.592
964,6.3373,6.59330985915493,37.68,12.0,1.0625,-121.89,3.397
965,7.333,7.811188811188811,37.68,23.0,0.9440559440559441,-121.88,3.372
966,6.2918,7.746938775510204,37.68,22.0,0.9755102040816327,-121.89,3.341
967,6.5214,7.053726169844021,37.67,16.0,1.0814558058925476,-121.88,3.115
968,6.4524,6.925925925925926,37.67,25.0,0.9290123456790124,-121.88,2.969
969,6.0604,6.219409282700422,37.67,20.0,0.9936708860759493,-121.89,2.479
970,6.5285,6.894915254237288,37.67,19.0,0.976271186440678,-121.89,3.004
971,7.2639,7.473684210526316,37.67,15.0,0.9578947368421052,-121.9,3.324
972,7.4353,7.762408462164362,37.67,7.0,1.0528885272579334,-121.9,3.898
973,3.1127,4.2087227414330215,37.66,29.0,1.0591900311526479,-121.88,2.33
974,2.4896,5.117647058823529,37.66,39.0,1.1372549019607843,-121.87,2.385
975,5.0677,6.300813008130081,37.66,52.0,1.089430894308943,-121.87,2.333
976,2.1187,3.3947939262472886,37.66,3.0,1.0065075921908895,-121.89,2.313
977,10.9506,7.6104651162790695,37.64,20.0,1.069767441860465,-121.88,4.758
978,7.0691,6.6896969696969695,37.57,13.0,1.0096969696969698,-121.87,3.932
979,5.5,5.837146702557201,37.67,10.0,1.0767160161507403,-121.87,2.472
980,4.9879,6.517985611510792,37.67,28.0,1.0575539568345325,-121.87,2.294
981,6.8132,6.359838274932614,37.68,4.0,0.9986522911051213,-121.85,2.825
982,5.6399,6.389140271493213,37.66,14.0,1.057315233785822,-121.85,3.006
983,4.1597,5.678125,37.66,22.0,1.0375,-121.86,2.932
984,5.7519,7.331775700934579,37.66,27.0,1.1308411214953271,-121.87,2.785
985,5.6417,6.76,37.66,13.0,1.0635897435897437,-121.84,3.529
986,10.3203,5.428571428571429,37.72,43.0,0.9523809523809523,-121.85,4.0
987,4.3472,6.0476190476190474,37.73,47.0,1.0952380952380953,-121.82,3.75
988,6.6827,6.916606757728253,37.7,13.0,0.9662113587347232,-121.86,3.137
989,3.62,4.9629331184528604,37.69,4.0,1.216760676873489,-121.89,1.393
990,7.3588,7.447916666666667,37.65,16.0,0.9618055555555556,-121.77,3.275
991,5.7239,6.401433691756273,37.61,26.0,1.096774193548387,-121.62,4.306
992,4.2083,6.9655172413793105,37.77,32.0,1.2758620689655173,-121.61,1.25
993,6.1023,6.630952380952381,37.7,17.0,1.3968253968253967,-121.72,4.5
994,3.9864,5.2558575445173386,37.71,12.0,0.9831302717900656,-121.73,2.002
995,4.8624,5.68,37.71,11.0,1.0447058823529412,-121.75,1.924
996,9.1531,5.811764705882353,37.74,25.0,0.9529411764705882,-121.77,4.188
997,4.7361,6.08021978021978,37.7,22.0,1.0362637362637364,-121.8,2.168
998,5.4324,5.97583081570997,37.69,17.0,0.9652567975830816,-121.8,2.155
999,4.9375,5.974921630094044,37.69,12.0,1.1003134796238245,-121.82,2.277
1000,3.3841,4.842031029619182,37.69,29.0,1.002820874471086,-121.76,1.844
1001,3.5532,4.53494623655914,37.68,36.0,1.0,-121.77,1.584
1002,3.3618,5.114967462039045,37.69,34.0,1.0802603036876355,-121.78,1.746
1003,4.3533,4.9877622377622375,37.69,35.0,1.027972027972028,-121.78,1.684
1004,4.5357,6.013371537726838,37.69,25.0,1.0334288443170965,-121.79,1.884
1005,5.7068,5.861561119293078,37.7,9.0,1.0839469808541973,-121.76,2.567
1006,3.7212,5.07088122605364,37.69,26.0,1.0268199233716475,-121.75,1.838
1007,5.2443,6.673003802281369,37.68,35.0,1.1368821292775666,-121.75,1.834
1008,4.2361,5.340974212034384,37.68,35.0,1.0229226361031518,-121.76,1.775
1009,3.1856,5.472081218274112,37.68,32.0,1.0507614213197969,-121.76,1.869
1010,5.4496,6.1809899787427875,37.68,17.0,1.0607348921955664,-121.73,2.389
1011,3.0222,4.576470588235294,37.68,17.0,1.2823529411764707,-121.78,1.725
1012,2.6667,4.541284403669724,37.68,44.0,1.0275229357798166,-121.77,1.792
1013,3.7301,5.147971360381861,37.68,52.0,0.9976133651551312,-121.76,2.044
1014,4.6806,5.211805555555555,37.68,41.0,1.0381944444444444,-121.77,2.094
1015,5.7907,6.408260524225576,37.67,20.0,0.9666401906274821,-121.77,2.642
1016,6.3705,6.4594017094017095,37.67,6.0,1.106837606837607,-121.76,3.5
1017,5.2649,6.88785046728972,37.67,26.0,1.071651090342679,-121.78,1.998
1018,6.0797,6.2514450867052025,37.67,26.0,0.9797687861271677,-121.79,2.11
1019,4.8571,6.591078066914498,37.67,28.0,1.033457249070632,-121.78,2.011
1020,3.8523,5.5,37.66,25.0,1.1807909604519775,-121.78,1.93
1021,5.98,6.586469534050179,37.66,22.0,0.9901433691756273,-121.79,2.45
1022,2.45,8.973684210526315,38.69,17.0,1.855263157894737,-119.78,1.176
1023,2.2417,10.51530612244898,38.72,15.0,2.372448979591837,-119.93,0.979
1024,3.15,29.852941176470587,38.52,16.0,5.323529411764706,-120.0,1.406
1025,3.4609,8.62530413625304,38.48,14.0,1.7080291970802919,-120.56,1.209
1026,3.0,6.317596566523605,38.45,13.0,1.1974248927038627,-120.59,1.19
1027,3.2031,7.972375690607735,38.46,16.0,1.3756906077348066,-120.55,1.292
1028,2.5208,6.396067415730337,38.45,17.0,1.3314606741573034,-120.55,0.991
1029,2.3549,5.646209386281589,38.43,18.0,1.288808664259928,-120.55,1.089
1030,3.0125,10.168591224018476,38.55,15.0,2.0577367205542725,-120.25,1.117
1031,2.05,6.0588235294117645,38.54,34.0,1.358288770053476,-120.79,0.689
1032,3.125,6.375796178343949,38.51,23.0,1.2420382165605095,-120.8,0.964
1033,2.65,6.805343511450381,38.5,10.0,1.286259541984733,-120.65,1.167
1034,3.5,6.3375,38.47,17.0,1.2875,-120.76,1.238
1035,2.5476,4.770833333333333,38.45,25.0,1.03125,-120.88,0.979
1036,3.9107,6.5,38.43,40.0,1.1495327102803738,-120.79,1.298
1037,4.2917,6.4605263157894735,38.44,13.0,1.162280701754386,-120.69,1.213
1038,3.3393,5.777777777777778,38.5,15.0,1.0833333333333333,-120.93,1.072
1039,4.3029,6.090592334494773,38.42,16.0,1.1219512195121952,-120.97,1.219
1040,2.8125,5.7277936962750715,38.37,28.0,1.0959885386819483,-120.87,1.134
1041,3.5508,5.785,38.34,27.0,1.0883333333333334,-120.98,0.991
1042,3.2589,6.372146118721461,38.32,18.0,1.1232876712328768,-120.88,1.03
1043,3.2937,6.832786885245902,38.26,13.0,1.4721311475409835,-120.93,1.142
1044,3.0465,5.932843651626443,38.42,17.0,1.1385099685204616,-120.72,1.441
1045,2.3125,5.681022880215343,38.38,15.0,1.098250336473755,-120.77,1.286
1046,2.525,5.839869281045751,38.38,9.0,1.1339869281045751,-120.72,1.572
1047,3.175,5.6272965879265096,38.4,18.0,1.1023622047244095,-120.66,1.185
1048,2.6078,5.760299625468165,38.42,23.0,1.142322097378277,-120.65,1.167
1049,2.7399,6.218905472636816,38.39,15.0,1.1459369817578773,-120.62,1.348
1050,2.7236,5.77208480565371,38.36,19.0,1.0848056537102473,-120.69,1.099
1051,4.4531,5.901408450704225,38.34,16.0,1.0845070422535212,-120.71,1.443
1052,3.2135,5.541322314049586,38.31,37.0,1.0578512396694215,-120.8,1.236
1053,3.1142,5.5385915492957745,39.76,12.0,1.0822535211267605,-121.83,1.126
1054,3.0068,5.230635335073977,39.76,23.0,0.9712793733681462,-121.82,1.073
1055,3.0905,5.122489959839357,39.78,12.0,1.0562248995983936,-121.86,1.178
1056,1.9362,4.397831526271894,39.77,17.0,0.981651376146789,-121.85,0.899
1057,2.3155,4.29014598540146,39.76,14.0,1.1313868613138687,-121.84,1.023
1058,2.0094,4.351529694061187,39.76,19.0,1.0707858428314336,-121.86,0.873
1059,3.07,5.385624344176286,39.76,15.0,0.9758656873032528,-121.89,1.426
1060,1.6785,4.485285101164929,39.74,12.0,1.011036174126303,-121.88,1.531
1061,3.6625,5.747474747474747,39.75,22.0,0.9966329966329966,-121.87,1.266
1062,3.5046,5.63481228668942,39.75,18.0,1.0546075085324231,-121.86,1.183
1063,3.9,6.554716981132075,39.74,7.0,1.0943396226415094,-121.87,1.47
1064,1.8095,4.403100775193798,39.75,39.0,0.9844961240310077,-121.85,0.781
1065,2.2833,4.3143939393939394,39.74,39.0,1.003787878787879,-121.85,0.858
1066,1.5633,4.590189873417722,39.74,41.0,1.0901898734177216,-121.85,0.845
1067,3.4191,4.530612244897959,39.73,52.0,0.8163265306122449,-121.85,1.375
1068,0.9393,4.518469656992084,39.73,17.0,1.0910290237467017,-121.85,0.889
1069,1.1019,4.456632653061225,39.74,13.0,1.0752551020408163,-121.86,1.202
1070,1.7284,4.362,39.75,29.0,1.053,-121.84,0.745
1071,2.2621,5.314285714285714,39.74,43.0,1.0696428571428571,-121.84,0.851
1072,2.575,5.493265993265993,39.74,34.0,1.0168350168350169,-121.83,1.303
1073,4.3309,6.820855614973262,39.75,28.0,1.0106951871657754,-121.8,1.252
1074,3.0253,5.6732600732600735,39.75,29.0,1.0073260073260073,-121.82,1.114
1075,3.2016,5.899736147757256,39.75,37.0,0.9815303430079155,-121.82,0.97
1076,3.1125,5.705696202531645,39.75,11.0,1.071993670886076,-121.8,1.226
1077,3.0625,5.283194057567316,39.73,8.0,1.1039925719591457,-121.79,1.163
1078,2.125,4.827586206896552,39.71,8.0,0.9655172413793104,-121.78,1.792
1079,2.2925,4.669329073482428,39.73,44.0,1.0527156549520766,-121.82,0.858
1080,1.6797,4.396103896103896,39.73,52.0,0.987012987012987,-121.84,0.948
1081,1.5481,5.02,39.73,52.0,1.0,-121.84,2.0
1082,0.987,4.328282828282828,39.73,52.0,1.1717171717171717,-121.84,1.125
1083,0.9566,4.260233918128655,39.72,52.0,1.1374269005847952,-121.84,0.69
1084,1.3672,4.291479820627803,39.73,52.0,1.1793721973094171,-121.84,0.55
1085,2.0064,4.618037135278515,39.73,52.0,1.063660477453581,-121.83,0.779
1086,1.6911,4.771653543307087,39.72,18.0,1.022965879265092,-121.85,0.988
1087,1.6827,4.934725848563969,39.72,52.0,1.0966057441253263,-121.83,0.787
1088,1.5863,5.154081632653061,39.7,21.0,1.0755102040816327,-121.81,0.813
1089,1.7426,4.993318485523385,39.73,33.0,1.1514476614699332,-121.82,0.603
1090,1.5064,4.3858615611192935,39.72,42.0,1.0220913107511045,-121.82,0.663
1091,2.0288,4.3487544483985765,39.71,18.0,0.8896797153024911,-121.81,1.167
1092,4.5032,6.3,39.82,11.0,1.0185185185185186,-121.87,1.597
1093,3.7007,6.272311212814645,39.71,26.0,1.032036613272311,-121.89,1.392
1094,3.5735,5.080419580419581,39.79,16.0,1.0454545454545454,-121.97,0.896
1095,3.5375,5.840425531914893,39.68,38.0,1.1170212765957446,-121.84,1.531
1096,2.8306,5.464019851116626,39.64,25.0,1.0471464019851116,-121.8,0.875
1097,4.712,6.265,39.66,20.0,1.015,-121.77,1.586
1098,2.3833,5.643382352941177,39.59,24.0,1.025735294117647,-121.74,0.951
1099,3.0625,5.86,39.59,20.0,1.112,-121.9,0.938
1100,2.7143,6.385300668151448,39.88,16.0,1.244988864142539,-121.75,0.953
1101,3.5189,5.489010989010989,39.82,15.0,1.0274725274725274,-121.68,1.413
1102,2.4028,31.77777777777778,40.06,17.0,9.703703703703704,-121.54,0.675
1103,2.3036,6.246808510638298,39.97,22.0,1.2127659574468086,-121.51,0.73
1104,2.8657,5.850574712643678,39.86,14.0,1.0306513409961686,-121.59,1.196
1105,2.2419,5.653940886699507,39.83,16.0,1.1133004926108374,-121.58,0.932
1106,2.4537,5.583333333333333,39.8,10.0,0.9839743589743589,-121.6,1.179
1107,2.5374,5.828267477203648,39.79,11.0,1.1048632218844985,-121.62,0.972
1108,2.3507,5.531073446327683,39.82,12.0,1.0423728813559323,-121.59,0.976
1109,2.3079,5.672727272727273,39.83,12.0,1.059090909090909,-121.6,0.953
1110,2.6147,6.26813880126183,39.82,11.0,1.1466876971608833,-121.63,1.077
1111,2.567,5.022556390977444,39.79,18.0,1.0018796992481203,-121.6,1.029
1112,1.625,4.4226190476190474,39.79,20.0,1.0178571428571428,-121.59,0.883
1113,1.4048,5.071823204419889,39.78,16.0,1.0497237569060773,-121.59,0.865
1114,2.1838,4.565217391304348,39.78,18.0,0.9903381642512077,-121.59,0.58
1115,1.875,5.077702702702703,39.77,26.0,1.1587837837837838,-121.6,0.84
1116,2.963,5.32013201320132,39.77,25.0,1.033003300330033,-121.61,0.895
1117,2.6823,5.427184466019417,39.78,28.0,1.058252427184466,-121.63,0.934
1118,2.1912,5.197368421052632,39.8,23.0,0.9013157894736842,-121.57,1.152
1119,2.0458,5.047727272727273,39.78,18.0,1.0431818181818182,-121.57,1.057
1120,2.3068,5.622710622710622,39.77,24.0,1.010989010989011,-121.59,0.973
1121,2.7863,5.668817204301075,39.79,19.0,1.124731182795699,-121.58,1.086
1122,2.0882,5.9655172413793105,39.76,20.0,1.1077586206896552,-121.57,1.049
1123,3.1061,5.490066225165563,39.76,19.0,1.0706401766004414,-121.58,1.102
1124,1.7875,5.270440251572327,39.76,18.0,1.0440251572327044,-121.58,1.038
1125,2.2,4.303317535545023,39.75,20.0,0.976303317535545,-121.59,0.808
1126,2.3403,4.973626373626374,39.77,23.0,1.0923076923076922,-121.6,0.873
1127,1.8245,4.401079136690647,39.76,22.0,1.0,-121.6,0.855
1128,2.5428,5.693208430913349,39.76,31.0,1.199063231850117,-121.61,0.85
1129,1.8125,4.899721448467966,39.77,23.0,1.0194986072423398,-121.62,0.935
